Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Support_Score,Wellbeing_Score,Academic_History,Motivation_Resources,Attendance_Study
17,71,1,1,1,8,90,1,1,5,1,1.0,1,2,1,0,2.0,2.0,1,67,0.2361111111111111,4.0,9,64.5,1,1207
25,91,1,1,0,8,72,0,1,2,1,2.0,1,2,0,0,2.0,0.0,1,71,0.2717391304347826,5.0,8,51.0,0,2275
21,95,1,1,0,5,62,2,1,1,1,0.0,1,2,4,0,0.0,0.0,1,70,0.21875,3.0,9,43.699999999999996,2,1995
13,69,1,0,1,9,96,0,1,0,2,1.0,0,1,4,0,0.0,2.0,0,61,0.18571428571428572,3.0,13,67.19999999999999,0,897
21,79,1,2,1,7,66,0,1,2,0,1.0,1,0,4,0,1.0,1.0,1,67,0.2625,5.0,11,46.8,0,1659
22,79,2,1,0,5,100,1,1,4,2,2.0,1,0,3,0,1.0,0.0,1,72,0.275,6.0,8,71.2,1,1738
15,95,0,0,1,6,88,0,1,1,0,1.0,1,0,5,0,0.0,0.0,1,66,0.15625,2.0,11,61.89999999999999,0,1425
21,91,1,2,1,5,84,1,1,1,2,0.0,1,1,2,0,0.0,0.0,1,70,0.22826086956521738,4.0,7,59.099999999999994,2,1911
20,81,2,1,1,6,51,2,0,3,1,1.0,1,1,4,1,0.0,0.0,1,67,0.24390243902439024,4.0,10,36.599999999999994,2,1620
13,87,2,0,1,4,72,1,1,2,1,2.0,1,1,3,0,0.0,1.0,0,67,0.14772727272727273,5.0,7,51.0,0,1131
22,94,0,1,1,7,75,2,1,2,2,1.0,1,1,2,0,1.0,0.0,0,71,0.23157894736842105,3.0,9,53.1,2,2068
23,60,2,1,1,8,69,1,1,1,0,1.0,0,2,4,0,1.0,0.0,1,66,0.3770491803278688,5.0,12,48.599999999999994,1,1380
26,76,1,1,1,5,57,1,1,1,1,1.0,1,2,4,0,0.0,0.0,1,68,0.33766233766233766,4.0,9,40.199999999999996,1,1976
26,96,1,1,1,7,68,1,1,3,2,1.0,0,2,3,0,1.0,0.0,0,74,0.26804123711340205,4.0,10,48.49999999999999,1,2496
12,90,1,0,1,6,54,1,0,1,2,1.0,1,1,3,0,0.0,0.0,1,64,0.13186813186813187,2.0,9,38.099999999999994,0,1080
14,82,1,1,0,8,65,1,1,1,0,1.0,0,2,3,0,1.0,0.0,1,65,0.1686746987951807,4.0,11,45.8,1,1148
23,81,0,1,1,4,54,1,1,1,0,1.0,1,1,3,0,1.0,0.0,1,66,0.2804878048780488,3.0,7,38.099999999999994,1,1863
23,74,1,2,1,8,88,0,1,0,1,2.0,1,0,3,1,0.0,0.0,1,66,0.30666666666666664,6.0,11,61.599999999999994,0,1702
23,81,1,0,0,4,84,1,1,2,1,1.0,1,2,5,0,0.0,0.0,1,68,0.2804878048780488,3.0,9,59.4,0,1863
43,86,2,1,1,7,97,1,1,2,1,2.0,1,2,1,0,0.0,0.0,0,78,0.4942528735632184,6.0,8,68.49999999999999,1,3698
23,77,1,2,1,6,69,0,1,1,1,1.0,0,2,2,0,0.0,1.0,0,67,0.2948717948717949,5.0,8,48.599999999999994,0,1771
27,89,1,2,1,6,89,1,1,3,1,1.0,0,2,3,0,0.0,0.0,1,74,0.3,5.0,9,63.199999999999996,2,2403
26,94,1,2,0,5,79,2,1,1,0,2.0,1,2,2,0,2.0,0.0,1,74,0.2736842105263158,6.0,7,55.599999999999994,4,2444
24,66,1,0,0,9,82,0,1,1,1,1.0,1,1,2,1,0.0,0.0,0,62,0.3582089552238806,3.0,11,57.699999999999996,0,1584
18,78,2,1,1,5,77,1,0,2,1,1.0,1,1,4,0,0.0,2.0,1,66,0.22784810126582278,4.0,9,54.5,1,1404
25,76,1,1,1,5,89,2,1,3,1,2.0,1,1,3,0,0.0,2.0,0,69,0.3246753246753247,5.0,8,63.199999999999996,2,1900
15,87,1,2,1,10,52,1,1,2,0,2.0,0,2,3,0,1.0,0.0,1,68,0.17045454545454544,6.0,13,37.0,2,1305
19,70,1,0,0,7,54,2,1,0,1,1.0,1,2,2,1,0.0,1.0,1,89,0.2676056338028169,3.0,9,37.8,0,1330
17,86,2,0,0,5,55,0,0,2,2,1.0,0,1,4,0,1.0,0.0,1,66,0.19540229885057472,3.0,9,39.1,0,1462
20,95,0,1,1,7,64,0,0,2,1,2.0,1,1,3,0,0.0,0.0,0,68,0.20833333333333334,3.0,10,45.4,0,1900
34,77,1,0,1,7,80,0,1,0,1,1.0,1,2,3,0,0.0,0.0,1,69,0.4358974358974359,3.0,10,56.0,0,2618
9,96,1,1,1,4,82,2,0,0,0,1.0,1,2,4,0,1.0,0.0,1,67,0.09278350515463918,3.0,8,57.4,2,864
24,100,2,2,1,6,86,0,1,2,1,1.0,0,2,5,0,0.0,0.0,1,75,0.2376237623762376,6.0,11,60.8,0,2400
10,64,1,2,0,7,64,2,1,0,1,1.0,1,2,4,1,0.0,1.0,0,60,0.15384615384615385,5.0,11,44.8,4,640
17,69,2,1,1,9,83,1,1,2,1,2.0,0,2,4,1,1.0,1.0,0,66,0.24285714285714285,6.0,13,58.699999999999996,1,1173
27,98,0,2,1,7,56,0,1,1,2,1.0,0,2,3,0,1.0,0.0,0,73,0.2727272727272727,4.0,10,39.49999999999999,0,2646
20,98,1,0,0,7,50,0,1,1,1,2.0,0,1,2,0,0.0,0.0,0,68,0.20202020202020202,4.0,9,35.3,0,1960
14,64,1,1,1,6,85,1,1,0,1,1.0,1,1,3,0,0.0,0.0,1,62,0.2153846153846154,4.0,9,59.49999999999999,1,896
16,61,1,1,0,9,86,0,1,2,0,2.0,1,2,2,0,0.0,0.0,1,62,0.25806451612903225,5.0,11,60.8,0,976
24,66,2,0,1,8,81,2,1,1,1,1.0,1,1,4,0,0.0,2.0,1,65,0.3582089552238806,4.0,12,56.99999999999999,0,1584
16,100,2,0,1,8,63,2,1,2,0,1.0,1,0,3,0,0.0,1.0,1,69,0.15841584158415842,4.0,11,44.699999999999996,0,1600
21,67,1,1,0,7,96,0,1,3,0,1.0,1,1,2,0,0.0,2.0,0,64,0.3088235294117647,4.0,9,68.1,0,1407
20,80,1,2,0,5,94,1,1,0,0,0.0,0,2,4,1,2.0,1.0,0,67,0.24691358024691357,4.0,9,65.8,2,1600
16,94,2,2,1,9,76,1,1,0,0,2.0,1,1,2,0,0.0,0.0,1,70,0.16842105263157894,7.0,11,53.199999999999996,2,1504
33,61,1,1,0,7,99,2,1,2,1,2.0,1,1,3,0,1.0,0.0,0,70,0.532258064516129,5.0,10,69.89999999999999,2,2013
24,84,2,0,0,7,65,0,1,3,1,2.0,1,2,3,0,0.0,0.0,0,69,0.2823529411764706,5.0,10,46.4,0,2016
8,71,2,0,0,8,75,1,1,0,1,2.0,1,2,3,0,0.0,0.0,1,61,0.1111111111111111,5.0,11,52.5,0,568
21,94,1,1,0,7,96,0,1,0,1,1.0,0,1,2,1,2.0,1.0,1,69,0.22105263157894736,4.0,9,67.19999999999999,0,1974
16,71,2,1,1,5,73,1,1,1,1,1.0,1,1,0,1,0.0,0.0,1,63,0.2222222222222222,5.0,5,51.39999999999999,1,1136
25,87,1,0,1,7,74,0,1,0,1,2.0,1,1,4,1,0.0,0.0,1,67,0.2840909090909091,4.0,11,51.8,0,2175
15,87,0,1,0,4,54,1,1,1,1,1.0,1,1,6,0,,1.0,1,65,0.17045454545454544,3.0,10,38.099999999999994,1,1305
19,69,1,1,1,7,61,2,1,3,2,2.0,1,1,4,0,0.0,1.0,1,66,0.2714285714285714,5.0,11,43.599999999999994,2,1311
23,61,0,1,0,9,58,1,1,4,1,1.0,1,1,2,0,0.0,0.0,1,63,0.3709677419354839,3.0,11,41.8,1,1403
25,76,1,2,1,4,78,1,1,2,1,1.0,0,0,3,0,0.0,1.0,0,68,0.3246753246753247,5.0,7,55.199999999999996,2,1900
13,72,2,2,0,7,66,1,1,0,0,2.0,1,1,4,0,2.0,0.0,1,65,0.1780821917808219,7.0,11,46.199999999999996,2,936
18,92,0,1,1,8,54,1,1,1,1,1.0,1,2,3,0,0.0,0.0,1,67,0.1935483870967742,3.0,11,38.099999999999994,1,1656
17,92,0,0,1,8,75,1,1,2,1,2.0,1,1,3,0,2.0,0.0,0,68,0.1827956989247312,3.0,11,53.1,0,1564
16,78,1,2,0,6,83,1,1,0,0,0.0,1,1,3,1,1.0,0.0,1,64,0.20253164556962025,4.0,9,58.099999999999994,2,1248
31,84,1,1,0,5,87,2,1,0,1,1.0,0,2,3,0,1.0,1.0,1,71,0.36470588235294116,4.0,8,60.9,2,2604
22,84,1,1,1,6,92,0,1,0,1,1.0,1,1,5,0,0.0,0.0,0,69,0.25882352941176473,4.0,11,64.39999999999999,0,1848
12,93,1,1,1,9,74,0,1,1,1,1.0,1,1,3,0,2.0,1.0,1,67,0.1276595744680851,4.0,12,52.099999999999994,0,1116
26,77,0,1,0,4,70,0,1,2,2,0.0,1,1,3,1,1.0,1.0,0,65,0.3333333333333333,2.0,7,49.6,0,2002
33,71,0,1,0,5,84,1,1,1,1,1.0,1,2,2,0,0.0,0.0,1,68,0.4583333333333333,3.0,7,59.099999999999994,1,2343
26,71,2,1,1,6,51,0,0,1,2,1.0,0,2,3,0,2.0,1.0,1,67,0.3611111111111111,4.0,9,35.99999999999999,0,1846
11,81,1,1,1,6,82,2,1,3,1,2.0,1,1,4,0,0.0,0.0,1,67,0.13414634146341464,5.0,10,58.3,2,891
17,78,1,2,1,7,70,1,0,2,0,2.0,1,2,3,0,0.0,0.0,1,66,0.21518987341772153,5.0,10,49.6,2,1326
28,78,2,1,0,9,73,2,1,2,1,1.0,1,1,4,0,1.0,1.0,0,70,0.35443037974683544,5.0,13,51.699999999999996,2,2184
16,64,2,0,1,5,65,1,1,3,1,2.0,0,2,4,0,2.0,1.0,0,65,0.24615384615384617,5.0,9,46.4,0,1024
23,89,0,0,1,7,56,0,1,4,1,0.0,0,2,4,0,2.0,0.0,0,69,0.25555555555555554,1.0,11,40.4,0,2047
25,69,1,1,1,7,70,0,0,1,2,2.0,1,2,4,0,0.0,2.0,0,65,0.35714285714285715,4.0,11,49.3,0,1725
14,68,2,1,0,6,65,1,1,1,2,1.0,1,1,3,1,1.0,0.0,1,63,0.2028985507246377,5.0,9,45.8,1,952
20,77,1,1,0,5,98,0,1,2,0,2.0,0,1,2,0,2.0,2.0,0,67,0.2564102564102564,5.0,7,69.19999999999999,0,1540
1,69,2,1,1,6,97,1,1,1,0,1.0,1,2,3,0,0.0,0.0,0,61,0.014285714285714285,5.0,9,68.19999999999999,1,69
14,83,1,0,1,6,82,1,1,0,1,1.0,1,2,2,0,0.0,0.0,0,65,0.16666666666666666,3.0,8,57.4,0,1162
18,75,0,2,1,8,95,1,1,1,0,0.0,1,1,2,0,1.0,0.0,0,66,0.23684210526315788,3.0,10,66.8,2,1350
13,78,1,2,1,8,88,2,1,0,2,0.0,1,1,3,0,1.0,0.0,1,66,0.16455696202531644,4.0,11,61.599999999999994,4,1014
30,81,1,0,1,5,67,1,1,1,2,2.0,1,0,1,0,0.0,0.0,1,69,0.36585365853658536,4.0,6,47.199999999999996,0,2430
11,68,1,1,0,6,80,1,1,2,1,1.0,1,2,3,0,1.0,1.0,0,63,0.15942028985507245,4.0,9,56.6,1,748
17,66,0,2,0,6,61,1,1,1,2,1.0,1,2,6,0,2.0,0.0,1,65,0.2537313432835821,4.0,12,42.99999999999999,2,1122
21,95,0,0,0,10,84,0,1,0,2,1.0,1,1,4,1,0.0,0.0,1,67,0.21875,2.0,14,58.8,0,1995
29,77,2,2,1,7,52,1,1,2,2,1.0,1,0,3,1,0.0,0.0,0,69,0.3717948717948718,6.0,10,37.0,2,2233
11,76,0,1,1,5,92,1,1,4,1,0.0,1,0,2,0,2.0,0.0,1,65,0.14285714285714285,2.0,7,65.6,1,836
27,61,1,1,0,6,79,1,1,1,0,1.0,1,2,3,0,0.0,1.0,1,65,0.43548387096774194,4.0,9,55.599999999999994,1,1647
20,80,2,0,1,6,53,1,1,0,0,1.0,1,1,2,0,1.0,1.0,1,65,0.24691358024691357,4.0,8,37.099999999999994,0,1600
14,82,1,2,1,8,94,0,1,2,0,2.0,1,0,5,0,1.0,2.0,0,67,0.1686746987951807,6.0,13,66.39999999999999,0,1148
23,82,0,1,1,8,94,1,1,1,1,1.0,1,0,2,1,0.0,,1,66,0.27710843373493976,3.0,10,66.1,1,1886
21,88,1,2,0,7,93,1,1,4,0,1.0,1,2,3,0,0.0,0.0,0,72,0.23595505617977527,5.0,10,66.3,2,1848
16,67,1,2,0,7,89,2,1,3,0,1.0,1,2,3,0,1.0,0.0,1,66,0.23529411764705882,5.0,10,63.199999999999996,4,1072
20,70,1,1,1,7,84,0,0,2,1,2.0,0,1,4,0,1.0,2.0,1,65,0.28169014084507044,4.0,11,59.4,0,1400
18,92,2,1,1,7,70,1,1,1,0,1.0,1,1,3,0,0.0,1.0,1,69,0.1935483870967742,5.0,10,49.3,1,1656
21,98,1,0,0,4,57,1,1,2,2,0.0,1,1,2,0,0.0,0.0,0,68,0.21212121212121213,2.0,6,40.5,0,2058
24,65,1,0,0,7,64,0,1,1,2,1.0,1,1,1,0,2.0,0.0,1,64,0.36363636363636365,3.0,8,45.099999999999994,0,1560
30,80,0,2,0,6,67,1,1,3,1,1.0,1,0,4,0,1.0,1.0,0,69,0.37037037037037035,4.0,10,47.8,2,2400
13,69,1,0,1,5,68,0,1,0,2,1.0,1,2,1,1,0.0,1.0,0,59,0.18571428571428572,3.0,6,47.599999999999994,0,897
33,62,2,1,1,10,78,1,1,0,1,1.0,0,2,3,0,0.0,1.0,0,68,0.5238095238095238,5.0,13,54.599999999999994,1,2046
8,73,1,1,0,7,60,1,0,0,2,1.0,0,1,3,0,0.0,0.0,0,60,0.10810810810810811,3.0,10,42.0,1,584
19,66,1,2,0,7,59,1,1,1,2,1.0,1,0,3,0,0.0,2.0,1,62,0.2835820895522388,5.0,10,41.599999999999994,2,1254
24,88,0,1,1,6,86,0,1,0,0,0.0,1,0,3,0,1.0,0.0,1,67,0.2696629213483146,2.0,9,60.199999999999996,0,2112
22,81,0,2,1,8,50,2,1,4,1,1.0,0,2,5,0,0.0,2.0,0,68,0.2682926829268293,4.0,13,36.2,4,1782
16,66,1,2,1,5,57,2,1,3,1,1.0,1,2,3,0,0.0,1.0,0,64,0.23880597014925373,5.0,8,40.8,4,1056
19,60,1,2,1,7,72,2,1,3,0,2.0,1,2,3,0,0.0,1.0,0,65,0.3114754098360656,6.0,10,51.3,4,1140
17,92,0,0,1,6,57,1,1,2,1,1.0,0,2,2,1,0.0,1.0,0,65,0.1827956989247312,2.0,8,40.5,0,1564
16,67,2,1,0,8,98,1,1,0,0,0.0,1,1,3,0,0.0,0.0,0,63,0.23529411764705882,4.0,11,68.6,1,1072
25,84,1,0,1,6,84,0,1,2,1,2.0,1,2,3,0,0.0,0.0,1,70,0.29411764705882354,4.0,9,59.4,0,2100
22,73,0,1,1,9,72,0,1,3,1,1.0,1,2,3,0,0.0,0.0,0,66,0.2972972972972973,3.0,12,51.3,0,1606
16,83,1,2,1,7,56,0,1,4,2,1.0,1,2,3,0,0.0,0.0,0,68,0.19047619047619047,5.0,10,40.4,0,1328
25,73,0,0,0,8,69,1,1,3,1,1.0,0,2,3,0,0.0,0.0,0,66,0.33783783783783783,2.0,11,49.199999999999996,0,1825
22,63,0,0,0,8,83,1,1,3,1,1.0,0,0,1,0,1.0,0.0,1,63,0.34375,2.0,9,58.99999999999999,0,1386
25,69,2,1,1,9,98,1,1,1,0,1.0,1,0,3,1,1.0,1.0,0,66,0.35714285714285715,5.0,12,68.89999999999999,1,1725
24,68,1,1,1,6,74,1,1,1,1,1.0,1,1,3,0,0.0,0.0,0,65,0.34782608695652173,4.0,9,52.099999999999994,1,1632
15,77,1,1,1,8,85,2,1,1,0,1.0,1,2,2,0,2.0,1.0,1,66,0.19230769230769232,4.0,10,59.79999999999999,2,1155
17,86,2,0,1,4,60,2,1,2,2,0.0,0,2,3,1,1.0,1.0,0,67,0.19540229885057472,3.0,7,42.6,0,1462
24,71,1,1,1,7,81,1,1,0,0,1.0,0,2,3,0,0.0,0.0,1,66,0.3333333333333333,4.0,10,56.699999999999996,1,1704
24,60,0,1,0,6,62,2,1,4,0,2.0,1,0,3,0,0.0,0.0,0,63,0.39344262295081966,4.0,9,44.6,2,1440
20,81,1,1,1,5,60,0,1,3,1,1.0,1,2,4,1,0.0,0.0,1,66,0.24390243902439024,4.0,9,42.9,0,1620
21,84,1,1,0,6,75,0,0,1,2,1.0,1,2,3,0,1.0,1.0,1,67,0.24705882352941178,3.0,9,52.8,0,1764
28,99,1,1,1,6,61,1,0,1,0,1.0,1,2,3,0,0.0,0.0,1,71,0.28,3.0,9,42.99999999999999,1,2772
16,84,1,2,1,7,86,1,1,1,0,1.0,0,1,2,0,0.0,0.0,0,67,0.18823529411764706,5.0,9,60.49999999999999,2,1344
23,79,1,2,1,6,97,1,1,1,2,0.0,1,1,4,0,0.0,1.0,1,69,0.2875,4.0,10,68.19999999999999,2,1817
19,83,1,1,1,7,70,1,1,2,0,1.0,1,0,4,1,2.0,0.0,0,67,0.2261904761904762,4.0,11,49.6,1,1577
19,97,2,1,1,6,66,2,1,2,1,1.0,0,2,2,0,1.0,1.0,0,72,0.19387755102040816,5.0,8,46.8,2,1843
27,93,2,0,0,6,59,2,1,2,0,1.0,0,0,4,0,0.0,0.0,0,70,0.2872340425531915,4.0,10,41.9,0,2511
25,73,1,2,1,7,70,0,1,0,0,1.0,0,1,4,0,2.0,1.0,1,67,0.33783783783783783,5.0,11,49.0,0,1825
25,69,0,2,1,7,78,1,1,0,0,2.0,1,0,3,0,0.0,2.0,0,64,0.35714285714285715,5.0,10,54.599999999999994,2,1725
28,71,1,1,0,8,69,2,1,1,1,2.0,0,1,1,0,1.0,1.0,0,67,0.3888888888888889,5.0,9,48.599999999999994,2,1988
20,80,0,2,0,8,81,1,1,3,1,1.0,0,0,4,0,2.0,0.0,1,69,0.24691358024691357,4.0,12,57.599999999999994,2,1600
24,90,0,0,0,7,83,1,1,0,0,1.0,0,2,3,0,1.0,,1,68,0.26373626373626374,2.0,10,58.099999999999994,0,2160
18,80,1,1,0,8,55,0,1,2,0,0.0,1,1,3,0,0.0,1.0,1,63,0.2222222222222222,3.0,11,39.1,0,1440
22,63,1,2,1,7,85,1,1,4,2,2.0,1,0,3,0,1.0,0.0,0,68,0.34375,6.0,10,60.699999999999996,2,1386
19,89,2,1,1,7,95,1,1,0,1,1.0,1,2,3,0,0.0,0.0,1,70,0.2111111111111111,5.0,10,66.5,1,1691
21,92,1,0,1,8,51,0,1,0,1,1.0,1,1,2,0,1.0,1.0,1,66,0.22580645161290322,3.0,10,35.699999999999996,0,1932
24,72,2,2,0,6,78,2,1,0,0,2.0,1,0,6,0,0.0,0.0,0,68,0.3287671232876712,7.0,12,54.599999999999994,4,1728
15,87,2,0,1,4,80,2,1,0,0,1.0,0,2,3,0,1.0,0.0,1,67,0.17045454545454544,4.0,7,56.0,0,1305
33,77,0,2,1,5,85,1,1,0,0,1.0,0,1,5,0,0.0,2.0,0,69,0.4230769230769231,4.0,10,59.49999999999999,2,2541
14,96,1,0,1,9,69,2,1,0,1,1.0,0,0,3,1,1.0,0.0,0,66,0.14432989690721648,3.0,12,48.3,0,1344
13,94,1,1,1,7,91,0,1,3,0,1.0,1,1,3,0,0.0,0.0,1,68,0.1368421052631579,4.0,10,64.6,0,1222
27,81,1,1,1,7,77,1,1,2,1,0.0,1,1,2,1,2.0,1.0,0,69,0.32926829268292684,3.0,9,54.5,1,2187
25,88,1,1,1,7,70,0,1,1,1,1.0,0,2,3,0,2.0,1.0,1,70,0.2808988764044944,4.0,10,49.3,0,2200
24,95,1,2,1,8,86,2,1,1,1,2.0,0,1,3,0,1.0,0.0,1,74,0.25,6.0,11,60.49999999999999,4,2280
24,80,1,2,1,7,96,2,1,0,0,2.0,1,2,0,0,1.0,1.0,0,70,0.2962962962962963,6.0,7,67.19999999999999,4,1920
20,73,1,1,1,7,91,0,1,1,1,2.0,1,1,2,0,2.0,1.0,1,66,0.2702702702702703,5.0,9,63.99999999999999,0,1460
15,90,2,1,1,8,97,1,1,1,0,2.0,0,0,3,0,1.0,0.0,0,69,0.16483516483516483,6.0,11,68.19999999999999,1,1350
20,69,1,2,0,6,63,0,1,0,0,1.0,1,0,3,0,2.0,0.0,1,64,0.2857142857142857,5.0,9,44.099999999999994,0,1380
16,76,0,2,1,8,56,1,0,1,0,1.0,1,2,1,0,0.0,0.0,1,62,0.2077922077922078,3.0,9,39.49999999999999,2,1216
26,95,0,2,0,7,77,1,1,0,1,1.0,1,1,3,0,0.0,1.0,0,70,0.2708333333333333,4.0,10,53.9,2,2470
19,89,2,1,1,7,52,1,1,2,1,1.0,1,0,4,0,0.0,1.0,1,68,0.2111111111111111,5.0,11,37.0,1,1691
15,76,1,1,1,6,84,0,1,0,1,2.0,1,1,3,0,1.0,0.0,0,65,0.19480519480519481,5.0,9,58.8,0,1140
18,69,2,2,0,7,62,0,1,3,1,1.0,1,2,3,0,0.0,1.0,1,65,0.2571428571428571,6.0,10,44.3,0,1242
22,74,2,2,1,6,73,0,1,3,2,2.0,1,2,4,0,2.0,1.0,0,71,0.29333333333333333,7.0,10,51.99999999999999,0,1628
17,71,2,1,1,9,83,0,1,2,1,1.0,1,1,5,0,0.0,0.0,1,66,0.2361111111111111,5.0,14,58.699999999999996,0,1207
15,67,1,1,0,4,74,1,1,0,0,1.0,1,0,3,0,1.0,1.0,1,61,0.22058823529411764,4.0,7,51.8,1,1005
21,90,0,1,1,8,62,0,1,2,1,2.0,1,0,5,1,0.0,0.0,1,67,0.23076923076923078,4.0,13,44.0,0,1890
21,70,0,2,1,4,94,1,1,0,0,2.0,0,1,2,0,1.0,2.0,1,65,0.29577464788732394,5.0,6,65.8,2,1470
17,78,1,2,0,8,88,1,1,0,0,1.0,1,0,3,0,0.0,0.0,0,65,0.21518987341772153,5.0,11,61.599999999999994,2,1326
17,75,1,2,1,6,80,1,0,1,0,1.0,0,2,5,0,0.0,1.0,1,65,0.2236842105263158,4.0,11,56.3,2,1275
21,99,1,1,0,8,85,2,1,4,1,1.0,1,2,4,0,0.0,1.0,1,73,0.21,4.0,12,60.699999999999996,2,2079
11,76,1,1,1,7,71,1,0,1,1,0.0,1,1,2,0,1.0,0.0,1,62,0.14285714285714285,2.0,9,49.99999999999999,1,836
12,63,1,2,1,5,69,0,1,0,1,2.0,1,0,2,0,1.0,1.0,0,60,0.1875,6.0,7,48.3,0,756
16,64,0,1,1,9,58,0,1,1,1,1.0,1,2,3,0,1.0,1.0,0,61,0.24615384615384617,3.0,12,40.89999999999999,0,1024
19,84,0,1,1,8,90,2,1,2,0,1.0,0,1,3,0,2.0,2.0,1,67,0.2235294117647059,3.0,11,63.599999999999994,2,1596
22,84,2,1,0,8,69,1,0,3,1,2.0,0,1,4,0,1.0,0.0,1,70,0.25882352941176473,5.0,12,49.199999999999996,1,1848
29,77,0,2,0,6,85,1,1,1,1,1.0,1,2,1,0,1.0,0.0,1,69,0.3717948717948718,4.0,7,59.79999999999999,2,2233
25,77,1,0,1,8,65,2,0,0,1,1.0,1,2,5,0,1.0,2.0,0,66,0.32051282051282054,2.0,13,45.5,0,1925
19,62,1,1,0,5,90,0,1,2,0,2.0,1,2,3,0,1.0,1.0,1,64,0.30158730158730157,5.0,8,63.599999999999994,0,1178
20,81,2,1,1,4,55,1,1,1,2,1.0,0,2,2,0,2.0,1.0,1,68,0.24390243902439024,5.0,6,38.8,1,1620
14,80,2,1,1,5,81,1,1,1,0,1.0,1,2,4,0,2.0,2.0,0,67,0.1728395061728395,5.0,9,56.99999999999999,1,1120
20,66,1,1,0,6,90,2,1,0,1,1.0,1,1,1,0,1.0,0.0,0,64,0.29850746268656714,4.0,7,62.99999999999999,2,1320
18,64,1,1,1,6,83,2,1,2,0,1.0,1,2,2,0,1.0,0.0,1,65,0.27692307692307694,4.0,8,58.699999999999996,2,1152
22,65,0,2,1,6,85,1,1,2,2,1.0,1,2,3,1,2.0,0.0,0,66,0.3333333333333333,4.0,9,60.099999999999994,2,1430
15,64,1,1,1,6,76,2,1,2,1,1.0,0,2,4,1,0.0,,0,63,0.23076923076923078,4.0,10,53.8,2,960
23,84,2,1,1,6,78,0,1,2,0,0.0,1,0,2,0,0.0,1.0,0,68,0.27058823529411763,4.0,8,55.199999999999996,0,1932
29,68,1,2,1,4,53,1,1,1,1,1.0,0,0,4,0,0.0,2.0,1,66,0.42028985507246375,5.0,8,37.39999999999999,2,1972
19,70,1,1,0,7,63,0,0,3,0,0.0,1,1,5,0,0.0,0.0,1,63,0.2676056338028169,2.0,12,44.99999999999999,0,1330
22,67,0,1,0,7,86,0,1,1,0,1.0,1,2,3,0,0.0,1.0,0,63,0.3235294117647059,3.0,10,60.49999999999999,0,1474
24,98,2,1,1,6,97,1,1,1,1,1.0,1,2,4,0,1.0,2.0,1,74,0.24242424242424243,5.0,10,68.19999999999999,1,2352
18,94,1,2,1,9,77,0,1,1,1,2.0,1,2,2,0,1.0,1.0,1,70,0.18947368421052632,6.0,11,54.199999999999996,0,1692
21,69,2,2,1,7,86,1,1,2,0,1.0,0,1,3,0,0.0,0.0,1,68,0.3,6.0,10,60.8,2,1449
20,73,1,1,1,7,84,1,1,0,1,1.0,1,1,4,0,2.0,1.0,0,66,0.2702702702702703,4.0,11,58.8,1,1460
21,68,1,0,0,8,100,0,1,0,1,1.0,1,2,4,0,0.0,2.0,1,63,0.30434782608695654,3.0,12,70.0,0,1428
15,80,0,2,0,5,90,1,1,4,0,1.0,1,2,3,0,1.0,2.0,0,67,0.18518518518518517,4.0,8,64.19999999999999,2,1200
20,61,1,1,0,7,81,1,1,1,1,0.0,1,1,3,0,0.0,1.0,1,62,0.3225806451612903,3.0,10,56.99999999999999,1,1220
23,87,2,2,0,8,56,1,1,1,1,2.0,1,2,3,0,2.0,1.0,1,71,0.26136363636363635,7.0,11,39.49999999999999,2,2001
29,81,2,1,0,7,68,1,1,2,1,1.0,1,1,4,0,2.0,0.0,1,72,0.35365853658536583,5.0,11,48.199999999999996,1,2349
26,96,1,1,1,5,63,1,0,1,2,1.0,0,2,2,0,2.0,0.0,1,72,0.26804123711340205,3.0,7,44.39999999999999,1,2496
33,67,1,1,1,6,93,2,1,0,0,2.0,1,1,3,0,0.0,2.0,0,68,0.4852941176470588,5.0,9,65.1,2,2211
15,92,1,0,1,7,72,0,1,1,1,1.0,1,0,5,0,0.0,0.0,0,66,0.16129032258064516,3.0,12,50.699999999999996,0,1380
25,92,1,1,0,4,77,1,1,0,0,1.0,1,2,3,0,0.0,0.0,1,70,0.26881720430107525,4.0,7,53.9,1,2300
21,65,1,0,1,5,98,2,0,2,0,1.0,0,2,4,0,2.0,0.0,1,66,0.3181818181818182,2.0,9,69.19999999999999,0,1365
33,76,1,1,1,10,92,0,1,1,2,1.0,0,2,3,0,2.0,0.0,0,72,0.42857142857142855,4.0,13,64.69999999999999,0,2508
15,67,2,1,1,8,89,0,1,0,2,2.0,1,1,4,0,0.0,1.0,0,64,0.22058823529411764,6.0,12,62.3,0,1005
15,70,2,1,0,9,57,1,1,1,1,1.0,0,0,3,0,0.0,,0,63,0.2112676056338028,5.0,12,40.199999999999996,1,1050
16,71,1,1,0,8,51,1,1,0,0,1.0,1,0,2,0,2.0,2.0,0,61,0.2222222222222222,4.0,10,35.699999999999996,1,1136
